1; 1; 1; 31658
1; 1; 2; 34458
1; 1; 3; 6587
1; 1; 4; 34762
1; 1; 5; 32109
1; 1; 6; 23880
1; 1; 7; 31152
1; 1; 8; 29175
1; 1; 9; 996
1; 1; 10; 3308
1; 1; 11; 16759
1; 1; 12; 1012
1; 1; 13; 8131
1; 1; 14; 27365
1; 1; 15; 733
1; 1; 16; 5793
1; 1; 17; 697
1; 1; 18; 5791
1; 1; 19; 30089
1; 1; 20; 2094
1; 1; 21; 31517
1; 1; 22; 29892
1; 1; 23; 121
1; 1; 24; 8983
1; 1; 25; 6378
1; 1; 26; 30075
1; 1; 27; 4359
1; 1; 28; 29398
1; 1; 29; 29399
1; 1; 30; 26558
1; 1; 31; 5296
1; 1; 32; 25704
1; 1; 33; 5794
1; 1; 34; 23590
1; 1; 35; 30440
1; 1; 36; 26317
1; 1; 37; 27158
1; 1; 38; 1337
1; 1; 39; 1068
1; 1; 40; 1041
1; 1; 41; 3134
1; 1; 42; 1254
1; 1; 43; 1255
1; 1; 44; 1268
1; 1; 45; 30365
1; 1; 46; 31156
1; 1; 47; 29885
1; 1; 48; 1273
1; 1; 49; 2714
1; 1; 50; 6912
1; 1; 51; 25082
1; 1; 52; 1211
1; 1; 53; 1246
1; 1; 54; 5792
1; 1; 55; 6260
1; 1; 56; 29744
1; 1; 57; 1018
1; 1; 58; 4319
1; 1; 59; 4088
1; 1; 60; 21094
1; 1; 61; 8188
1; 1; 62; 4878
1; 1; 63; 5215
1; 1; 64; 15767
1; 1; 65; 15074
1; 1; 66; 3219
1; 1; 67; 23596
1; 1; 68; 33686
1; 1; 69; 16575
1; 1; 70; 30730
1; 1; 71; 31267
1; 1; 72; 28082
1; 1; 73; 32823
1; 1; 74; 25908
1; 1; 75; 30157
1; 1; 76; 8033
1; 1; 77; 7646
1; 1; 78; 7720
1; 1; 79; 7505
1; 1; 80; 34424
1; 1; 81; 0
1; 1; 82; 361
1; 1; 83; 28495
1; 1; 84; 33346
1; 1; 85; 4945
1; 1; 86; 5832
1; 1; 87; 5058
1; 1; 88; 5152
1; 1; 89; 23728
1; 1; 90; 4985
1; 1; 91; 1601
1; 1; 92; 5204
1; 1; 93; 7740
1; 1; 94; 2707
1; 1; 95; 898
1; 1; 96; 4766
1; 1; 97; 4970
1; 1; 98; 34219
1; 1; 99; 30710
1; 1; 100; 5788
1; 1; 101; 1734
1; 1; 102; 2621
1; 1; 103; 6249
1; 1; 104; 15426
1; 1; 105; 4994
1; 1; 106; 29921
1; 1; 107; 325
1; 1; 108; 4935
1; 1; 109; 23810
1; 1; 110; 730
1; 1; 111; 19473
1; 1; 112; 26248
1; 1; 113; 7365
1; 1; 114; 4879
1; 1; 115; 6217
1; 1; 116; 4969
1; 1; 117; 7953
1; 1; 118; 7308
1; 1; 119; 4955
1; 1; 120; 5105
1; 1; 121; 5114
1; 1; 122; 4801
1; 1; 123; 6010
1; 1; 124; 2688
1; 1; 125; 0
2; 1; 1; 4949
2; 1; 2; 31661
2; 1; 3; 33666
2; 1; 4; 21343
2; 1; 5; 406
2; 1; 6; 1726
2; 1; 7; 5226
2; 1; 8; 34288
2; 1; 9; 1007
2; 1; 10; 5682
2; 1; 11; 2188
2; 1; 12; 6395
2; 1; 13; 5170
2; 1; 14; 33024
2; 1; 15; 31663
2; 1; 16; 19770
2; 1; 17; 34331
2; 1; 18; 1008
2; 1; 19; 927
2; 1; 20; 9490
2; 1; 21; 33951
2; 1; 22; 6270
2; 1; 23; 24822
2; 1; 24; 31025
2; 1; 25; 26373
2; 1; 26; 4333
2; 1; 27; 1924
2; 1; 28; 17541
2; 1; 29; 3045
2; 1; 30; 1603
2; 1; 31; 1264
2; 1; 32; 804
2; 1; 33; 1774
2; 1; 34; 28899
2; 1; 35; 0
1; 2; 1; 21335
1; 2; 2; 31020
1; 2; 3; 32889
1; 2; 4; 4987
1; 2; 5; 4750
1; 2; 6; 5339
1; 2; 7; 2539
1; 2; 8; 28819
1; 2; 9; 25969
1; 2; 10; 24120
1; 2; 11; 7541
1; 2; 12; 30238
1; 2; 13; 34841
1; 2; 14; 5550
1; 2; 15; 5011
1; 2; 16; 4804
1; 2; 17; 30968
1; 2; 18; 32102
1; 2; 19; 1771
1; 2; 20; 5929
1; 2; 21; 26054
1; 2; 22; 34878
1; 2; 23; 6289
1; 2; 24; 24078
1; 2; 25; 4798
1; 2; 26; 25195
1; 2; 27; 21276
1; 2; 28; 31023
1; 2; 29; 33425
1; 2; 30; 30875
1; 2; 31; 5050
1; 2; 32; 8414
1; 2; 33; 6887
1; 2; 34; 4981
1; 2; 35; 1903
1; 2; 36; 3140
1; 2; 37; 3003
1; 2; 38; 19377
1; 2; 39; 8211
1; 2; 40; 5636
1; 2; 41; 8607
1; 2; 42; 767
1; 2; 43; 34593
1; 2; 44; 8290
1; 2; 45; 34199
1; 2; 46; 23110
1; 2; 47; 34646
1; 2; 48; 571
1; 2; 49; 8234
1; 2; 50; 5229
1; 2; 51; 15674
1; 2; 52; 25586
1; 2; 53; 5185
1; 2; 54; 23862
1; 2; 55; 30758
1; 2; 56; 32950
1; 2; 57; 658
1; 2; 58; 4881
1; 2; 59; 964
1; 2; 60; 944
1; 2; 61; 952
1; 2; 62; 940
1; 2; 63; 30218
1; 2; 64; 32949
1; 2; 65; 23988
1; 2; 66; 8669
1; 2; 67; 32952
1; 2; 68; 28043
1; 2; 69; 2340
1; 2; 70; 24257
1; 2; 71; 15093
1; 2; 72; 2524
1; 2; 73; 943
1; 2; 74; 19950
1; 2; 75; 981
1; 2; 76; 33839
1; 2; 77; 30934
1; 2; 78; 696
1; 2; 79; 16472
1; 2; 80; 865
1; 2; 81; 22341
1; 2; 82; 27932
1; 2; 83; 810
1; 2; 84; 21064
1; 2; 85; 1566
1; 2; 86; 4334
1; 2; 87; 7357
1; 2; 88; 7359
1; 2; 89; 7370
1; 2; 90; 8368
1; 2; 91; 1625
1; 2; 92; 5189
1; 2; 93; 6340
1; 2; 94; 1374
1; 2; 95; 4845
1; 2; 96; 8361
1; 2; 97; 34582
1; 2; 98; 30026
1; 2; 99; 2500
1; 2; 100; 6498
1; 2; 101; 4579
1; 2; 102; 0
1; 2; 103; 7941
1; 2; 104; 22296
1; 2; 105; 4775
1; 2; 106; 30809
1; 2; 107; 19546
1; 2; 108; 4831
1; 2; 109; 32568
1; 2; 110; 5787
1; 2; 111; 4896
1; 2; 112; 20010
1; 2; 113; 32601
1; 2; 114; 7300
1; 2; 115; 4797
1; 2; 116; 4753
1; 2; 117; 15458
1; 2; 118; 5005
1; 2; 119; 2306
1; 2; 120; 1805
1; 2; 121; 5555
1; 2; 122; 5010
1; 2; 123; 5140
1; 2; 124; 28125
1; 2; 125; 5190
1; 2; 126; 5571
1; 2; 127; 5061
1; 2; 128; 5144
1; 2; 129; 4844
1; 2; 130; 1732
1; 2; 131; 5006
1; 2; 132; 22171
1; 2; 133; 6147
1; 2; 134; 8418
1; 2; 135; 0
2; 2; 1; 358
2; 2; 2; 1594
2; 2; 3; 4904
2; 2; 4; 1728
2; 2; 5; 4350
2; 2; 6; 895
2; 2; 7; 4763
2; 2; 8; 5175
2; 2; 9; 2334
2; 2; 10; 5351
2; 2; 11; 5127
2; 2; 12; 5146
2; 2; 13; 1760
2; 2; 14; 1824
2; 2; 15; 26079
2; 2; 16; 820
2; 2; 17; 5048
2; 2; 18; 28315
2; 2; 19; 33236
2; 2; 20; 18
2; 2; 21; 17969
2; 2; 22; 5202
2; 2; 23; 3223
2; 2; 24; 2836
2; 2; 25; 3018
2; 2; 26; 5131
2; 2; 27; 4852
2; 2; 28; 4746
2; 2; 29; 2949
2; 2; 30; 4910
2; 2; 31; 5139
2; 2; 32; 17379
2; 2; 33; 24295
2; 2; 34; 26706
2; 2; 35; 31961
2; 2; 36; 7137
2; 2; 37; 2939
2; 2; 38; 1064
2; 2; 39; 16132
2; 2; 40; 30164
2; 2; 41; 747
2; 2; 42; 960
2; 2; 43; 29975
2; 2; 44; 1084
2; 2; 45; 28007
2; 2; 46; 1590
2; 2; 47; 26401
2; 2; 48; 30825
2; 2; 49; 1506
2; 2; 50; 20453
2; 2; 51; 24461
2; 2; 52; 1083
2; 2; 53; 20457
2; 2; 54; 203
2; 2; 55; 15168
2; 2; 56; 31136
2; 2; 57; 785
2; 2; 58; 34050
2; 2; 59; 5679
2; 2; 60; 34366
2; 2; 61; 33926
2; 2; 62; 3357
2; 2; 63; 24044
2; 2; 64; 30149
2; 2; 65; 29839
2; 2; 66; 3141
2; 2; 67; 33071
2; 2; 68; 7184
2; 2; 69; 3197
2; 2; 70; 34343
2; 2; 71; 25543
2; 2; 72; 17733
2; 2; 73; 8444
2; 2; 74; 32776
2; 2; 75; 17439
2; 2; 76; 962
2; 2; 77; 941
2; 2; 78; 24163
2; 2; 79; 809
2; 2; 80; 949
2; 2; 81; 984
2; 2; 82; 6813
2; 2; 83; 24164
2; 2; 84; 25505
2; 2; 85; 948
2; 2; 86; 1720
2; 2; 87; 2740
2; 2; 88; 7314
2; 2; 89; 624
2; 2; 90; 23726
2; 2; 91; 1000
2; 2; 92; 34374
2; 2; 93; 29626
2; 2; 94; 27137
2; 2; 95; 972
2; 2; 96; 22704
2; 2; 97; 4782
2; 2; 98; 5053
2; 2; 99; 795
2; 2; 100; 4823
2; 2; 101; 5205
2; 2; 102; 0
1; 3; 1; 25188
1; 3; 2; 1854
1; 3; 3; 4825
1; 3; 4; 1212
1; 3; 5; 6771
1; 3; 6; 7774
1; 3; 7; 33666
1; 3; 8; 603
1; 3; 9; 4829
1; 3; 10; 2682
1; 3; 11; 4907
1; 3; 12; 31658
1; 3; 13; 5038
1; 3; 14; 5111
1; 3; 15; 3349
1; 3; 16; 4851
1; 3; 17; 4974
1; 3; 18; 20690
1; 3; 19; 6316
1; 3; 20; 4751
1; 3; 21; 5092
1; 3; 22; 25678
1; 3; 23; 4911
1; 3; 24; 20793
1; 3; 25; 31913
1; 3; 26; 5142
1; 3; 27; 4816
1; 3; 28; 15825
1; 3; 29; 1959
1; 3; 30; 17907
1; 3; 31; 1663
1; 3; 32; 5017
1; 3; 33; 4978
1; 3; 34; 5056
1; 3; 35; 5107
1; 3; 36; 19155
1; 3; 37; 6359
1; 3; 38; 8412
1; 3; 39; 29250
1; 3; 40; 5224
1; 3; 41; 15940
1; 3; 42; 5861
1; 3; 43; 4755
1; 3; 44; 7480
1; 3; 45; 1181
1; 3; 46; 8410
1; 3; 47; 2353
1; 3; 48; 1407
1; 3; 49; 28289
1; 3; 50; 5176
1; 3; 51; 4824
1; 3; 52; 20231
1; 3; 53; 33849
1; 3; 54; 31663
1; 3; 55; 2680
1; 3; 56; 32560
1; 3; 57; 7814
1; 3; 58; 766
1; 3; 59; 31801
1; 3; 60; 4779
1; 3; 61; 4618
1; 3; 62; 2728
1; 3; 63; 24294
1; 3; 64; 25465
1; 3; 65; 22147
1; 3; 66; 33954
1; 3; 67; 1332
1; 3; 68; 24047
1; 3; 69; 34306
1; 3; 70; 811
1; 3; 71; 25341
1; 3; 72; 1272
1; 3; 73; 26070
1; 3; 74; 24882
1; 3; 75; 1085
1; 3; 76; 23391
1; 3; 77; 768
1; 3; 78; 622
1; 3; 79; 7315
1; 3; 80; 31469
1; 3; 81; 32946
1; 3; 82; 32562
1; 3; 83; 620
1; 3; 84; 2212
1; 3; 85; 30815
1; 3; 86; 1324
1; 3; 87; 25776
1; 3; 88; 538
1; 3; 89; 32300
1; 3; 90; 4576
1; 3; 91; 6322
1; 3; 92; 27561
1; 3; 93; 143
1; 3; 94; 33070
1; 3; 95; 930
1; 3; 96; 1223
1; 3; 97; 32168
1; 3; 98; 7374
1; 3; 99; 27692
1; 3; 100; 880
1; 3; 101; 956
1; 3; 102; 1043
1; 3; 103; 30824
1; 3; 104; 1602
1; 3; 105; 7747
1; 3; 106; 27700
1; 3; 107; 29032
1; 3; 108; 24043
1; 3; 109; 892
1; 3; 110; 0
2; 3; 1; 2839
2; 3; 2; 4842
2; 3; 3; 26836
2; 3; 4; 32774
2; 3; 5; 28784
2; 3; 6; 5209
2; 3; 7; 25213
2; 3; 8; 22184
2; 3; 9; 5093
2; 3; 10; 30370
2; 3; 11; 1745
2; 3; 12; 4780
2; 3; 13; 6925
2; 3; 14; 34679
2; 3; 15; 4988
2; 3; 16; 1758
2; 3; 17; 4740
2; 3; 18; 34121
2; 3; 19; 4934
2; 3; 20; 122
2; 3; 21; 17201
2; 3; 22; 17095
2; 3; 23; 23070
2; 3; 24; 3205
2; 3; 25; 20533
2; 3; 26; 1241
2; 3; 27; 23106
2; 3; 28; 836
2; 3; 29; 1331
2; 3; 30; 18283
2; 3; 31; 28022
2; 3; 32; 23160
2; 3; 33; 1228
2; 3; 34; 16067
2; 3; 35; 32261
2; 3; 36; 8435
